"행정구역","2024년09월_계_총인구수","2024년09월_계_연령구간인구수","2024년09월_계_0~9세","2024년09월_계_10~19세","2024년09월_계_20~29세","2024년09월_계_30~39세","2024년09월_계_40~49세","2024년09월_계_50~59세","2024년09월_계_60~69세","2024년09월_계_70~79세","2024년09월_계_80~89세","2024년09월_계_90~99세","2024년09월_계_100세 이상","2024년09월_남_총인구수","2024년09월_남_연령구간인구수","2024년09월_남_0~9세","2024년09월_남_10~19세","2024년09월_남_20~29세","2024년09월_남_30~39세","2024년09월_남_40~49세","2024년09월_남_50~59세","2024년09월_남_60~69세","2024년09월_남_70~79세","2024년09월_남_80~89세","2024년09월_남_90~99세","2024년09월_남_100세 이상","2024년09월_여_총인구수","2024년09월_여_연령구간인구수","2024년09월_여_0~9세","2024년09월_여_10~19세","2024년09월_여_20~29세","2024년09월_여_30~39세","2024년09월_여_40~49세","2024년09월_여_50~59세","2024년09월_여_60~69세","2024년09월_여_70~79세","2024년09월_여_80~89세","2024년09월_여_90~99세","2024년09월_여_100세 이상"
"울산광역시 남구 삼호동(3114058500)","20,162","20,162","940","1,425","2,446","2,522","2,472","4,380","3,766","1,480","653","78","0","10,243","10,243","504","773","1,347","1,395","1,282","2,149","1,867","685","221","20","0","9,919","9,919","436","652","1,099","1,127","1,190","2,231","1,899","795","432","58","0"
"울산광역시 남구 무거동(3114059500)","30,985","30,985","1,426","2,895","5,807","3,431","3,952","6,705","4,367","1,639","672","88","3","15,968","15,968","706","1,523","3,469","1,917","1,907","3,192","2,212","774","240","27","1","15,017","15,017","720","1,372","2,338","1,514","2,045","3,513","2,155","865","432","61","2"
"울산광역시 남구 옥동(3114060000)","24,836","24,836","1,732","2,770","2,747","2,901","3,739","4,958","3,970","1,483","470","65","1","12,422","12,422","949","1,448","1,608","1,520","1,726","2,275","1,956","736","186","18","0","12,414","12,414","783","1,322","1,139","1,381","2,013","2,683","2,014","747","284","47","1"
"울산광역시 남구 대현동(3114062500)","32,315","32,315","3,303","3,613","2,904","5,096","5,837","5,055","3,974","1,834","640","57","2","16,150","16,150","1,681","1,882","1,572","2,624","2,884","2,496","1,890","858","248","15","0","16,165","16,165","1,622","1,731","1,332","2,472","2,953","2,559","2,084","976","392","42","2"
"울산광역시 남구 수암동(3114063500)","15,898","15,898","1,243","1,695","1,658","2,077","2,316","3,097","2,489","1,009","275","36","3","7,930","7,930","623","855","921","1,057","1,160","1,458","1,244","494","111","7","0","7,968","7,968","620","840","737","1,020","1,156","1,639","1,245","515","164","29","3"
"울산광역시 남구 선암동(3114064000)","13,260","13,260","746","1,082","1,354","1,541","1,974","2,599","2,476","1,083","366","39","0","6,818","6,818","379","568","730","862","1,048","1,305","1,244","549","122","11","0","6,442","6,442","367","514","624","679","926","1,294","1,232","534","244","28","0"
"울산광역시 남구 야음장생포동(3114067000)","8,521","8,521","572","471","636","1,217","1,072","1,439","1,677","1,005","385","46","1","4,497","4,497","292","268","365","678","627","807","853","454","145","8","0","4,024","4,024","280","203","271","539","445","632","824","551","240","38","1"
"울산광역시 동구 (3117000000)","151,117","151,117","10,495","16,198","15,081","18,170","26,688","24,397","25,070","11,220","3,379","404","15","78,858","78,858","5,337","8,440","8,586","10,167","14,443","12,620","12,202","5,666","1,318","77","2","72,259","72,259","5,158","7,758","6,495","8,003","12,245","11,777","12,868","5,554","2,061","327","13"
"울산광역시 동구 방어동(3117051000)","37,126","37,126","2,213","3,963","3,641","4,119","6,910","6,681","5,958","2,651","887","100","3","20,066","20,066","1,138","2,113","2,176","2,452","3,938","3,632","2,979","1,296","331","11","0","17,060","17,060","1,075","1,850","1,465","1,667","2,972","3,049","2,979","1,355","556","89","3"
"울산광역시 동구 일산동(3117052000)","5,188","5,188","140","317","586","573","734","870","1,130","627","189","22","0","2,816","2,816","75","169","359","369","430","488","531","304","82","9","0","2,372","2,372","65","148","227","204","304","382","599","323","107","13","0"
"울산광역시 동구 화정동(3117053000)","18,054","18,054","1,401","1,943","1,645","1,988","3,175","2,930","3,030","1,402","480","57","3","9,312","9,312","726","1,015","935","1,031","1,718","1,528","1,489","692","166","12","0","8,742","8,742","675","928","710","957","1,457","1,402","1,541","710","314","45","3"
"울산광역시 동구 대송동(3117054000)","10,632","10,632","521","1,009","1,226","1,099","1,699","2,137","1,953","746","214","27","1","5,585","5,585","265","510","697","657","901","1,110","965","394","81","5","0","5,047","5,047","256","499","529","442","798","1,027","988","352","133","22","1"
"울산광역시 동구 전하1동(3117055000)","15,369","15,369","1,025","1,462","1,988","2,084","2,530","2,217","2,426","1,227","360","47","3","7,940","7,940","513","786","1,017","1,171","1,382","1,116","1,166","616","164","8","1","7,429","7,429","512","676","971","913","1,148","1,101","1,260","611","196","39","2"
"울산광역시 동구 전하2동(3117056000)","19,202","19,202","1,310","2,325","1,915","2,006","3,233","3,366","3,305","1,335","358","47","2","9,770","9,770","641","1,140","1,090","1,084","1,636","1,654","1,670","699","147","9","0","9,432","9,432","669","1,185","825","922","1,597","1,712","1,635","636","211","38","2"
"울산광역시 동구 남목1동(3117058000)","8,094","8,094","389","904","709","696","1,360","1,289","1,647","826","247","25","2","4,108","4,108","201","453","424","384","737","638","768","403","94","6","0","3,986","3,986","188","451","285","312","623","651","879","423","153","19","2"
"울산광역시 동구 남목2동(3117059000)","26,448","26,448","2,813","3,007","2,492","4,451","5,064","3,212","3,538","1,497","334","39","1","13,702","13,702","1,416","1,595","1,417","2,370","2,692","1,602","1,640","812","149","8","1","12,746","12,746","1,397","1,412","1,075","2,081","2,372","1,610","1,898","685","185","31","0"
"울산광역시 동구 남목3동(3117060000)","11,004","11,004","683","1,268","879","1,154","1,983","1,695","2,083","909","310","40","0","5,559","5,559","362","659","471","649","1,009","852","994","450","104","9","0","5,445","5,445","321","609","408","505","974","843","1,089","459","206","31","0"
"울산광역시 북구 (3120000000)","216,645","216,645","19,350","25,124","22,626","29,805","39,015","38,897","27,757","9,659","3,825","568","19","112,318","112,318","9,880","12,976","13,365","16,026","20,013","19,201","14,767","4,665","1,315","109","1","104,327","104,327","9,470","12,148","9,261","13,779","19,002","19,696","12,990","4,994","2,510","459","18"
"울산광역시 북구 농소1동(3120051000)","35,549","35,549","3,248","4,458","3,073","4,477","6,847","5,957","4,849","1,813","711","114","2","18,245","18,245","1,648","2,302","1,751","2,375","3,561","2,915","2,576","840","256","21","0","17,304","17,304","1,600","2,156","1,322","2,102","3,286","3,042","2,273","973","455","93","2"
"울산광역시 북구 농소2동(3120052000)","41,923","41,923","4,574","5,309","3,758","6,260","8,151","6,812","4,712","1,593","652","99","3","21,260","21,260","2,372","2,708","2,032","3,246","4,123","3,333","2,460","756","206","24","0","20,663","20,663","2,202","2,601","1,726","3,014","4,028","3,479","2,252","837","446","75","3"
"울산광역시 북구 농소3동(3120053000)","36,183","36,183","2,211","5,753","4,262","2,927","6,918","8,121","3,733","1,480","681","91","6","18,258","18,258","1,132","2,980","2,387","1,514","3,164","4,084","2,080","666","230","20","1","17,925","17,925","1,079","2,773","1,875","1,413","3,754","4,037","1,653","814","451","71","5"
"울산광역시 북구 강동동(3120054000)","15,936","15,936","1,854","1,907","865","2,210","3,467","2,121","2,191","873","374","72","2","8,185","8,185","936","985","489","1,105","1,836","1,112","1,126","447","131","18","0","7,751","7,751","918","922","376","1,105","1,631","1,009","1,065","426","243","54","2"
"울산광역시 북구 효문동(3120056000)","29,342","29,342","2,280","2,080","3,716","4,948","4,204","5,785","4,446","1,339","478","62","4","15,882","15,882","1,179","1,083","2,339","2,875","2,355","2,808","2,388","688","158","9","0","13,460","13,460","1,101","997","1,377","2,073","1,849","2,977","2,058","651","320","53","4"
"울산광역시 북구 송정동(3120057000)","36,224","36,224","3,621","3,994","3,931","5,417","6,292","6,631","4,408","1,326","523","81","0","18,314","18,314","1,814","2,041","2,195","2,729","3,165","3,115","2,396","678","170","11","0","17,910","17,910","1,807","1,953","1,736","2,688","3,127","3,516","2,012","648","353","70","0"
"울산광역시 북구 양정동(3120058000)","11,674","11,674","1,012","843","1,902","2,279","1,682","1,724","1,538","505","164","25","0","6,832","6,832","512","448","1,451","1,391","983","935","797","245","67","3","0","4,842","4,842","500","395","451","888","699","789","741","260","97","22","0"
"울산광역시 북구 염포동(3120059000)","9,814","9,814","550","780","1,119","1,287","1,454","1,746","1,880","730","242","24","2","5,342","5,342","287","429","721","791","826","899","944","345","97","3","0","4,472","4,472","263","351","398","496","628","847","936","385","145","21","2"
"울산광역시 울주군 (3171000000)","218,880","218,880","13,001","21,047","22,669","23,373","32,352","43,656","37,006","16,798","7,683","1,271","24","113,322","113,322","6,662","10,836","12,963","12,834","16,835","22,622","19,392","8,292","2,640","243","3","105,558","105,558","6,339","10,211","9,706","10,539","15,517","21,034","17,614","8,506","5,043","1,028","21"
"울산광역시 울주군 온산읍(3171025000)","19,218","19,218","929","1,478","1,966","2,382","3,179","4,201","3,092","1,329","584","78","0","11,373","11,373","483","792","1,320","1,583","2,030","2,607","1,709","646","188","15","0","7,845","7,845","446","686","646","799","1,149","1,594","1,383","683","396","63","0"
"울산광역시 울주군 언양읍(3171025300)","29,413","29,413","1,962","3,019","2,999","3,286","4,314","5,419","4,996","2,216","1,006","190","6","14,622","14,622","966","1,535","1,642","1,712","2,160","2,578","2,548","1,106","344","31","0","14,791","14,791","996","1,484","1,357","1,574","2,154","2,841","2,448","1,110","662","159","6"
"울산광역시 울주군 온양읍(3171025600)","27,987","27,987","1,772","3,121","2,845","2,936","4,681","5,725","4,170","1,749","855","131","2","14,582","14,582","899","1,611","1,548","1,605","2,438","3,057","2,260","855","287","22","0","13,405","13,405","873","1,510","1,297","1,331","2,243","2,668","1,910","894","568","109","2"
"울산광역시 울주군 범서읍(3171025900)","66,936","66,936","4,555","9,058","8,177","6,462","11,161","14,042","8,610","3,298","1,383","186","4","33,530","33,530","2,320","4,661","4,565","3,280","5,179","6,930","4,465","1,612","472","45","1","33,406","33,406","2,235","4,397","3,612","3,182","5,982","7,112","4,145","1,686","911","141","3"
"울산광역시 울주군 청량읍(3171026200)","20,689","20,689","1,744","1,509","2,037","3,229","2,936","3,840","3,267","1,438","605","83","1","10,717","10,717","912","749","1,107","1,732","1,599","1,998","1,687","709","210","14","0","9,972","9,972","832","760","930","1,497","1,337","1,842","1,580","729","395","69","1"
"울산광역시 울주군 삼남읍(3171026500)","22,173","22,173","1,140","1,396","2,475","2,787","2,947","4,303","4,248","1,891","821","160","5","11,519","11,519","599","722","1,477","1,591","1,600","2,132","2,149","928","284","36","1","10,654","10,654","541","674","998","1,196","1,347","2,171","2,099","963","537","124","4"
"울산광역시 울주군 서생면(3171031000)","8,468","8,468","367","484","643","767","1,134","1,606","1,856","1,076","467","68","0","4,644","4,644","197","242","407","434","690","980","991","520","168","15","0","3,824","3,824","170","242","236","333","444","626","865","556","299","53","0"
"울산광역시 울주군 웅촌면(3171034000)","7,476","7,476","220","330","640","594","664","1,405","1,991","1,015","526","90","1","3,819","3,819","117","171","350","342","381","710","1,053","500","177","17","1","3,657","3,657","103","159","290","252","283","695","938","515","349","73","0"
"울산광역시 울주군 두동면(3171036000)","4,219","4,219","98","175","216","249","357","818","1,226","663","346","70","1","2,180","2,180","52","85","129","143","210","430","664","347","110","10","0","2,039","2,039","46","90","87","106","147","388","562","316","236","60","1"
"울산광역시 울주군 두서면(3171037000)","2,950","2,950","28","83","128","147","185","457","898","605","346","71","2","1,525","1,525","18","44","80","89","105","261","487","303","126","12","0","1,425","1,425","10","39","48","58","80","196","411","302","220","59","2"
"울산광역시 울주군 상북면(3171038000)","7,648","7,648","161","355","474","442","682","1,535","2,151","1,180","553","113","2","3,907","3,907","86","202","302","259","362","772","1,114","594","195","21","0","3,741","3,741","75","153","172","183","320","763","1,037","586","358","92","2"
"울산광역시 울주군 삼동면(3171040000)","1,703","1,703","25","39","69","92","112","305","501","338","191","31","0","904","904","13","22","36","64","81","167","265","172","79","5","0","799","799","12","17","33","28","31","138","236","166","112","26","0"
"세종특별자치시  (3600000000)","389,443","389,443","41,821","52,032","37,073","59,007","77,160","56,566","38,337","17,375","8,415","1,615","42","193,854","193,854","21,280","26,277","18,871","29,119","37,999","29,488","19,124","8,278","3,073","342","3","195,589","195,589","20,541","25,755","18,202","29,888","39,161","27,078","19,213","9,097","5,342","1,273","39"
"세종특별자치시  (3611000000)","389,443","389,443","41,821","52,032","37,073","59,007","77,160","56,566","38,337","17,375","8,415","1,615","42","193,854","193,854","21,280","26,277","18,871","29,119","37,999","29,488","19,124","8,278","3,073","342","3","195,589","195,589","20,541","25,755","18,202","29,888","39,161","27,078","19,213","9,097","5,342","1,273","39"
"세종특별자치시  조치원읍(3611025000)","40,298","40,298","1,992","4,029","5,817","4,326","5,936","6,808","5,939","3,335","1,826","281","9","20,929","20,929","1,024","2,077","3,279","2,514","3,115","3,620","3,026","1,509","691","73","1","19,369","19,369","968","1,952","2,538","1,812","2,821","3,188","2,913","1,826","1,135","208","8"
"세종특별자치시  연기면(3611031000)","2,407","2,407","48","85","230","317","290","431","530","278","167","29","2","1,382","1,382","19","45","151","220","190","275","273","147","59","3","0","1,025","1,025","29","40","79","97","100","156","257","131","108","26","2"
"세종특별자치시  연동면(3611032000)","2,752","2,752","54","95","186","216","276","411","701","443","283","85","2","1,430","1,430","31","48","119","131","178","224","380","221","82","16","0","1,322","1,322","23","47","67","85","98","187","321","222","201","69","2"
"세종특별자치시  부강면(3611033000)","5,389","5,389","167","298","499","528","688","921","1,129","649","440","70","0","2,960","2,960","80","149","312","351","446","541","601","303","161","16","0","2,429","2,429","87","149","187","177","242","380","528","346","279","54","0"
"세종특별자치시  금남면(3611034000)","8,224","8,224","199","336","704","759","821","1,399","1,934","1,154","754","161","3","4,411","4,411","99","183","407","483","508","810","1,036","587","265","33","0","3,813","3,813","100","153","297","276","313","589","898","567","489","128","3"
