hpid1,hpid2,travel_time,측정시각
A1300008,A1303386,7.258,241110_190845
A1300008,A1303449,41.7241,241110_190845
A1300008,A2700001,81.577,241110_190845
A1300008,A2700002,73.6096,241110_190845
A1300008,A2700003,66.9485,241110_190845
A1300008,A2700004,79.6346,241110_190845
A1300008,A2700005,70.3881,241110_190845
A1300008,A2700006,81.8491,241110_190845
A1300008,A2700007,46.4913,241110_190845
A1300008,A2700008,64.3166,241110_190845
A1300008,A2700009,74.6525,241110_190845
A1300008,A2700011,76.3988,241110_190845
A1300008,A2700012,60.803,241110_190845
A1300008,A2700013,44.4489,241110_190845
A1300008,A2700014,74.8626,241110_190845
A1300008,A2700015,52.3364,241110_190845
A1300008,A2700016,69.0718,241110_190845
A1300008,A2700017,50.8548,241110_190845
A1300008,A2700018,60.6148,241110_190845
A1300008,A2700019,38.7205,241110_190845
A1300008,A2700020,92.907,241110_190845
A1300008,A2700023,86.9112,241110_190845
A1300008,A2700026,110.0947,241110_190845
A1300008,A2700030,45.8274,241110_190845
A1300008,A2700031,93.6318,241110_190845
A1300008,A2700036,37.1647,241110_190845
A1300008,A2700038,43.986,241110_190845
A1300008,A2700052,147.2068,241110_190845
A1300008,A2700063,67.8187,241110_190845
A1300008,A2700066,35.1908,241110_190845
A1300008,A2700070,45.8225,241110_190845
A1300008,A2700071,105.3534,241110_190845
A1300008,A2700097,64.9468,241110_190845
A1300008,A2702563,74.5412,241110_190845
A1300008,A2702752,91.9114,241110_190845
A1300008,E2700553,355.4275,241110_190845
A1300008,E2700554,84.8206,241110_190845
A1300009,A1300001,23.3498,241110_190845
A1300009,A1300002,13.1301,241110_190845
A1300009,A1300003,30.0149,241110_190845
A1300009,A1300004,27.8278,241110_190845
A1300009,A1300005,23.2869,241110_190845
A1300009,A1300006,27.5046,241110_190845
A1300009,A1300007,25.2534,241110_190845
A1300009,A1300008,13.3323,241110_190845
A1300009,A1300010,22.0113,241110_190845
A1300009,A1300011,30.4815,241110_190845
A1300009,A1300018,16.788,241110_190845
A1300009,A1300033,9.498,241110_190845
A1300009,A1300034,25.9286,241110_190845
A1300009,A1300038,33.0442,241110_190845
A1300009,A1300045,25.3778,241110_190845
A1300009,A1300076,25.0981,241110_190845
A1300009,A1300081,24.455,241110_190845
A1300009,A1300110,27.4883,241110_190845
A1300009,A1303386,17.4202,241110_190845
A1300009,A1303449,44.3602,241110_190845
A1300009,A2700001,82.8178,241110_190845
A1300009,A2700002,71.6938,241110_190845
A1300009,A2700003,64.1734,241110_190845
A1300009,A2700004,80.9136,241110_190845
A1300009,A2700005,68.3308,241110_190845
A1300009,A2700006,80.7605,241110_190845
A1300009,A2700007,45.3257,241110_190845
A1300009,A2700008,62.2512,241110_190845
A1300009,A2700009,73.5965,241110_190845
A1300009,A2700011,75.2829,241110_190845
A1300009,A2700012,59.5828,241110_190845
A1300009,A2700013,43.2355,241110_190845
A1300009,A2700014,75.8874,241110_190845
A1300009,A2700015,50.9979,241110_190845
A1300009,A2700016,67.0782,241110_190845
A1300009,A2700017,48.5271,241110_190845
A1300009,A2700018,59.4253,241110_190845
A1300009,A2700019,35.3144,241110_190845
A1300009,A2700020,93.8609,241110_190845
A1300009,A2700023,87.758,241110_190845
A1300009,A2700026,111.2147,241110_190845
A1300009,A2700030,44.6158,241110_190845
A1300009,A2700031,95.8596,241110_190845
A1300009,A2700036,32.8771,241110_190845
A1300009,A2700038,40.8014,241110_190845
A1300009,A2700052,148.1002,241110_190845
A1300009,A2700063,68.9076,241110_190845
A1300009,A2700066,33.9219,241110_190845
A1300009,A2700070,45.009,241110_190845
A1300009,A2700071,106.548,241110_190845
A1300009,A2700097,63.93,241110_190845
A1300009,A2702563,72.6293,241110_190845
A1300009,A2702752,92.9172,241110_190845
A1300009,E2700553,346.7999,241110_190845
A1300009,E2700554,85.8957,241110_190845
A1300010,A1300001,32.7377,241110_190845
A1300010,A1300002,26.7262,241110_190845
A1300010,A1300003,23.046,241110_190845
A1300010,A1300004,34.3738,241110_190845
A1300010,A1300005,10.967,241110_190845
A1300010,A1300006,27.8941,241110_190845
A1300010,A1300007,25.7601,241110_190845
A1300010,A1300008,27.3118,241110_190845
A1300010,A1300009,26.1888,241110_190845
A1300010,A1300011,37.6029,241110_190845
A1300010,A1300018,24.189,241110_190845
A1300010,A1300033,27.0989,241110_190845
A1300010,A1300034,35.0441,241110_190845
A1300010,A1300038,28.2409,241110_190845
A1300010,A1300045,33.5424,241110_190845
A1300010,A1300076,35.2294,241110_190845
A1300010,A1300081,27.6888,241110_190845
A1300010,A1300110,28.3783,241110_190845
A1300010,A1303386,30.5096,241110_190845
A1300010,A1303449,41.4808,241110_190845
A1300010,A2700001,66.5846,241110_190845
A1300010,A2700002,73.5877,241110_190845
A1300010,A2700003,62.5346,241110_190845
A1300010,A2700004,64.6192,241110_190845
A1300010,A2700005,70.3427,241110_190845
A1300010,A2700006,70.4086,241110_190845
A1300010,A2700007,38.1578,241110_190845
A1300010,A2700008,64.3066,241110_190845
A1300010,A2700009,63.5123,241110_190845
A1300010,A2700011,64.2115,241110_190845
A1300010,A2700012,52.2945,241110_190845
A1300010,A2700013,35.9483,241110_190845
A1300010,A2700014,59.6701,241110_190845
A1300010,A2700015,36.8933,241110_190845
A1300010,A2700016,69.0194,241110_190845
A1300010,A2700017,45.1443,241110_190845
A1300010,A2700018,52.1084,241110_190845
A1300010,A2700019,36.9705,241110_190845
A1300010,A2700020,77.7328,241110_190845
A1300010,A2700023,71.5987,241110_190845
A1300010,A2700026,94.8545,241110_190845
A1300010,A2700030,37.2358,241110_190845
A1300010,A2700031,78.6752,241110_190845
A1300010,A2700036,34.7808,241110_190845
A1300010,A2700038,40.5642,241110_190845
A1300010,A2700052,132.3346,241110_190845
A1300010,A2700063,52.4392,241110_190845
A1300010,A2700066,26.5145,241110_190845
A1300010,A2700070,42.1214,241110_190845
A1300010,A2700071,90.2853,241110_190845
A1300010,A2700097,61.5666,241110_190845
A1300010,A2702563,74.4798,241110_190845
A1300010,A2702752,76.8501,241110_190845
A1300010,E2700553,366.1244,241110_190845
A1300010,E2700554,69.4484,241110_190845
A1300011,A1300001,15.7889,241110_190845
A1300011,A1300002,19.6047,241110_190845
A1300011,A1300003,23.9772,241110_190845
A1300011,A1300004,17.8149,241110_190845
A1300011,A1300005,25.6976,241110_190845
A1300011,A1300006,18.4896,241110_190845
A1300011,A1300007,22.5733,241110_190845
A1300011,A1300008,24.1459,241110_190845
A1300011,A1300009,26.7015,241110_190845
A1300011,A1300010,30.2574,241110_190845
A1300011,A1300018,27.5245,241110_190845
A1300011,A1300033,21.4101,241110_190845
A1300011,A1300034,15.5068,241110_190845
A1300011,A1300038,12.6675,241110_190845
A1300011,A1300045,14.0603,241110_190845
A1300011,A1300076,21.395,241110_190845
A1300011,A1300081,24.1131,241110_190845
A1300011,A1300110,19.0219,241110_190845
A1300011,A1303386,20.9062,241110_190845
